paper_id,venue,year,tasks,has_auto_metrics,has_llm_judge,has_human_eval
2023.emnlp-main.290,EMNLP,2023,Dialogue Generation,False,False,False
2023.emnlp-main.443,EMNLP,2023,Dialogue Generation,True,False,True
2023.emnlp-main.5,EMNLP,2023,Dialogue Generation,True,True,True
2023.emnlp-main.631,EMNLP,2023,Dialogue Generation,True,False,True
2023.emnlp-main.13,EMNLP,2023,Dialogue Generation,True,False,True
2023.emnlp-main.84,EMNLP,2023,Dialogue Generation,True,True,True
2023.emnlp-main.479,EMNLP,2023,Dialogue Generation,True,False,True
2023.emnlp-main.775,EMNLP,2023,Dialogue Generation,True,False,True
2023.emnlp-main.514,EMNLP,2023,Dialogue Generation,True,False,False
2023.emnlp-main.204,EMNLP,2023,Dialogue Generation,True,False,False
2023.emnlp-main.621,EMNLP,2023,Dialogue Generation,True,True,True
2023.emnlp-main.771,EMNLP,2023,Dialogue Generation,True,False,True
2023.emnlp-main.590,EMNLP,2023,Dialogue Generation,True,True,True
2023.emnlp-main.1011,EMNLP,2023,Dialogue Generation,True,False,True
2023.emnlp-main.1006,EMNLP,2023,Dialogue Generation,True,False,False
2024.emnlp-main.648,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.616,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.363,EMNLP,2024,Dialogue Generation,True,True,False
2024.emnlp-main.685,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.473,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.37,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.1134,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.520,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.7,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.906,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.982,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.1179,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.711,EMNLP,2024,Dialogue Generation,False,True,True
2024.emnlp-main.309,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.437,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.260,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.118,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.622,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.135,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.968,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.881,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.108,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.1208,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.1252,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.577,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.936,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.705,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.320,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.716,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.263,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.591,EMNLP,2024,Dialogue Generation,False,True,True
2024.emnlp-main.85,EMNLP,2024,Dialogue Generation,False,True,True
2024.emnlp-main.16,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.478,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.595,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.1192,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.189,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.511,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.1175,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.644,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.710,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.957,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.86,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.883,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.979,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.760,EMNLP,2024,Dialogue Generation,True,True,False
2024.emnlp-main.581,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.609,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.1200,EMNLP,2024,Dialogue Generation,False,False,True
2024.emnlp-main.26,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.964,EMNLP,2024,Dialogue Generation,True,True,True
2024.emnlp-main.545,EMNLP,2024,Dialogue Generation,True,False,True
2024.emnlp-main.670,EMNLP,2024,Dialogue Generation,True,True,False
2024.emnlp-main.312,EMNLP,2024,Dialogue Generation,True,False,False
2024.emnlp-main.164,EMNLP,2024,Dialogue Generation,True,True,False
2024.emnlp-main.750,EMNLP,2024,Dialogue Generation,False,False,True
2024.emnlp-main.697,EMNLP,2024,Dialogue Generation,True,True,True
2025.emnlp-main.578,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.94,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1508,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.649,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1160,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1670,EMNLP,2025,Dialogue Generation,True,False,True
2025.emnlp-main.114,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.232,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.693,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1664,EMNLP,2025,Dialogue Generation,False,True,True
2025.emnlp-main.1734,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1492,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.959,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1245,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1690,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.306,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1069,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.84,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1372,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1468,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.989,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1442,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.1080,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.133,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1272,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.468,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.356,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1094,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.281,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1318,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1123,EMNLP,2025,Dialogue Generation,True,False,True
2025.emnlp-main.1427,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1781,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1145,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.1559,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.594,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1573,EMNLP,2025,Dialogue Generation,True,False,True
2025.emnlp-main.510,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.646,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.875,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.277,EMNLP,2025,Dialogue Generation,True,False,True
2025.emnlp-main.652,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.142,EMNLP,2025,Dialogue Generation,True,False,True
2025.emnlp-main.323,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1447,EMNLP,2025,Dialogue Generation,False,True,True
2025.emnlp-main.1517,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.1340,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.424,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.811,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.772,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.828,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.1389,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.42,EMNLP,2025,Dialogue Generation,True,False,True
2025.emnlp-main.1437,EMNLP,2025,Dialogue Generation,True,False,True
2025.emnlp-main.1715,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1549,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1652,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1096,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1253,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.196,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.752,EMNLP,2025,Dialogue Generation,True,False,True
2025.emnlp-main.1493,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.383,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.85,EMNLP,2025,Dialogue Generation,True,False,False
2025.emnlp-main.1756,EMNLP,2025,Dialogue Generation,False,True,True
2025.emnlp-main.672,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.81,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1209,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.726,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.981,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.648,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.15,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.487,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.172,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1685,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.11,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.1300,EMNLP,2025,Dialogue Generation,True,True,False
2025.emnlp-main.1487,EMNLP,2025,Dialogue Generation,True,True,True
2025.emnlp-main.821,EMNLP,2025,Dialogue Generation,True,False,True
2022.emnlp-main.280,EMNLP,2022,Dialogue Generation,True,False,False
2022.emnlp-main.625,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.762,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.274,EMNLP,2022,Dialogue Generation,True,False,False
2022.emnlp-main.489,EMNLP,2022,Dialogue Generation,True,False,False
2022.emnlp-main.36,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.267,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.715,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.782,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.151,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.344,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.449,EMNLP,2022,Dialogue Generation,True,False,False
2022.emnlp-main.721,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.106,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.195,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.220,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.733,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.2,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.160,EMNLP,2022,Dialogue Generation,True,False,False
2022.emnlp-main.820,EMNLP,2022,Dialogue Generation,True,False,False
2022.emnlp-main.225,EMNLP,2022,Dialogue Generation,True,False,False
2022.emnlp-main.683,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.714,EMNLP,2022,Dialogue Generation,False,False,True
2022.emnlp-main.215,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.123,EMNLP,2022,Dialogue Generation,True,False,True
2022.emnlp-main.739,EMNLP,2022,Dialogue Generation,True,False,True
2021.acl-long.339,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.269,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.544,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.57,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.439,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.549,ACL,2021,Dialogue Generation,True,False,False
2021.acl-long.437,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.14,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.136,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.287,ACL,2021,Dialogue Generation,True,False,False
2021.acl-long.283,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.13,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.97,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.342,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.189,ACL,2021,Dialogue Generation,True,False,False
2021.acl-long.134,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.441,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.435,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.58,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.436,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.272,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.95,ACL,2021,Dialogue Generation,True,False,False
2021.acl-long.11,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.341,ACL,2021,Dialogue Generation,True,False,False
2021.acl-long.211,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.56,ACL,2021,Dialogue Generation,True,False,False
2021.acl-long.546,ACL,2021,Dialogue Generation,True,False,True
2021.acl-long.55,ACL,2021,Dialogue Generation,True,False,True
2020.acl-main.166,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.7,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.682,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.185,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.54,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.638,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.4,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.220,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.333,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.564,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.10,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.636,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.64,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.126,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.131,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.59,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.9,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.765,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.635,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.517,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.63,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.652,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.728,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.62,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.446,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.516,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.8,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.634,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.566,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.565,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.61,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.130,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.515,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.221,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.218,ACL,2020,Dialogue Generation,False,False,True
2020.acl-main.52,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.183,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.129,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.88,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.98,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.568,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.328,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.163,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.55,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.184,ACL,2020,Dialogue Generation,True,False,True
2020.acl-main.518,ACL,2020,Dialogue Generation,True,False,False
2020.acl-main.6,ACL,2020,Dialogue Generation,True,False,True
2025.inlg-main.2,INLG,2025,Dialogue Generation,True,True,True
2025.inlg-main.1,INLG,2025,Dialogue Generation,True,True,True
2025.inlg-main.40,INLG,2025,Dialogue Generation,True,False,False
2025.inlg-main.3,INLG,2025,Dialogue Generation,True,False,True
2022.inlg-main.24,INLG,2022,Dialogue Generation,True,False,True
2022.naacl-main.31,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.426,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.78,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.332,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.202,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.352,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.356,NAACL,2022,Dialogue Generation,True,False,False
2022.naacl-main.85,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.62,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.241,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.164,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.6,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.15,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.86,NAACL,2022,Dialogue Generation,True,False,False
2022.naacl-main.95,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.429,NAACL,2022,Dialogue Generation,True,False,False
2022.naacl-main.87,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.377,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.303,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.387,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.155,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.54,NAACL,2022,Dialogue Generation,True,False,True
2022.naacl-main.69,NAACL,2022,Dialogue Generation,True,False,False
2022.naacl-main.430,NAACL,2022,Dialogue Generation,True,False,False
2025.naacl-long.214,NAACL,2025,Dialogue Generation,True,True,True
2025.naacl-long.203,NAACL,2025,Dialogue Generation,False,True,True
2025.naacl-long.443,NAACL,2025,Dialogue Generation,True,True,False
2025.naacl-long.499,NAACL,2025,Dialogue Generation,True,False,True
2025.naacl-long.437,NAACL,2025,Dialogue Generation,True,False,False
2025.naacl-long.274,NAACL,2025,Dialogue Generation,True,False,False
2025.naacl-long.369,NAACL,2025,Dialogue Generation,True,True,False
2025.naacl-long.250,NAACL,2025,Dialogue Generation,False,True,True
2025.naacl-long.403,NAACL,2025,Dialogue Generation,True,True,True
2025.naacl-long.553,NAACL,2025,Dialogue Generation,True,True,True
2025.naacl-long.257,NAACL,2025,Dialogue Generation,True,True,True
2025.naacl-long.18,NAACL,2025,Dialogue Generation,True,True,False
2025.naacl-long.484,NAACL,2025,Dialogue Generation,True,True,True
2025.naacl-long.196,NAACL,2025,Dialogue Generation,False,False,True
2025.naacl-long.163,NAACL,2025,Dialogue Generation,True,False,False
2025.naacl-long.50,NAACL,2025,Dialogue Generation,True,True,True
2025.naacl-long.508,NAACL,2025,Dialogue Generation,True,True,True
2025.naacl-long.57,NAACL,2025,Dialogue Generation,True,True,True
2025.naacl-long.316,NAACL,2025,Dialogue Generation,True,False,True
2025.naacl-long.495,NAACL,2025,Dialogue Generation,True,True,False
2025.naacl-long.541,NAACL,2025,Dialogue Generation,False,False,True
2025.naacl-long.595,NAACL,2025,Dialogue Generation,True,True,True
2025.naacl-long.133,NAACL,2025,Dialogue Generation,True,False,False
2025.naacl-long.596,NAACL,2025,Dialogue Generation,True,False,True
2023.inlg-main.11,INLG,2023,Dialogue Generation,True,True,False
2023.inlg-main.14,INLG,2023,Dialogue Generation,True,False,True
2023.inlg-main.17,INLG,2023,Dialogue Generation,True,True,False
2023.inlg-main.20,INLG,2023,Dialogue Generation,True,False,False
2024.inlg-main.31,INLG,2024,Dialogue Generation,True,False,True
2024.inlg-main.15,INLG,2024,Dialogue Generation,True,False,True
2024.inlg-main.43,INLG,2024,Dialogue Generation,True,False,True
2024.naacl-long.120,NAACL,2024,Dialogue Generation,False,False,True
2024.naacl-long.169,NAACL,2024,Dialogue Generation,True,False,True
2024.naacl-long.326,NAACL,2024,Dialogue Generation,True,True,True
2024.naacl-long.456,NAACL,2024,Dialogue Generation,True,False,False
2024.naacl-long.285,NAACL,2024,Dialogue Generation,False,False,True
2024.naacl-long.348,NAACL,2024,Dialogue Generation,True,True,True
2024.naacl-long.190,NAACL,2024,Dialogue Generation,False,False,True
2024.naacl-long.92,NAACL,2024,Dialogue Generation,True,False,True
2024.naacl-long.375,NAACL,2024,Dialogue Generation,True,True,False
2024.naacl-long.301,NAACL,2024,Dialogue Generation,True,True,True
2024.naacl-long.415,NAACL,2024,Dialogue Generation,True,True,True
2024.naacl-long.486,NAACL,2024,Dialogue Generation,True,True,True
2024.naacl-long.485,NAACL,2024,Dialogue Generation,True,False,True
2024.naacl-long.113,NAACL,2024,Dialogue Generation,True,True,True
2024.naacl-long.223,NAACL,2024,Dialogue Generation,True,False,True
2024.naacl-long.83,NAACL,2024,Dialogue Generation,True,False,False
2024.naacl-long.393,NAACL,2024,Dialogue Generation,True,False,True
2024.naacl-long.108,NAACL,2024,Dialogue Generation,True,False,True
2024.naacl-long.132,NAACL,2024,Dialogue Generation,True,False,True
2024.naacl-long.229,NAACL,2024,Dialogue Generation,True,False,True
2024.naacl-long.290,NAACL,2024,Dialogue Generation,False,False,True
2020.emnlp-main.352,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.64,EMNLP,2020,Dialogue Generation,True,False,False
2020.emnlp-main.326,EMNLP,2020,Dialogue Generation,False,False,True
2020.emnlp-main.276,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.653,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.147,EMNLP,2020,Dialogue Generation,True,False,False
2020.emnlp-main.272,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.739,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.275,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.654,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.281,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.67,EMNLP,2020,Dialogue Generation,True,False,False
2020.emnlp-main.535,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.743,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.531,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.740,EMNLP,2020,Dialogue Generation,True,False,False
2020.emnlp-main.532,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.148,EMNLP,2020,Dialogue Generation,True,False,False
2020.emnlp-main.279,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.537,EMNLP,2020,Dialogue Generation,True,False,False
2020.emnlp-main.230,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.68,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.527,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.191,EMNLP,2020,Dialogue Generation,True,False,False
2020.emnlp-main.742,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.589,EMNLP,2020,Dialogue Generation,True,False,False
2020.emnlp-main.534,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.721,EMNLP,2020,Dialogue Generation,True,False,True
2020.emnlp-main.655,EMNLP,2020,Dialogue Generation,False,False,True
